"DATE"	"PERMNO"	"CUSIP"	"COMPANY.NAME"	"TICKER"	"EXCHANGE"	"ZLIST"	"SHARE.CLASS"	"SIC"	"GICS"	"PRICE"	"RETURN"	"VOLUME"	"SHARES.OUT"	"MARKET.EQUITY"	"CASH.SHTINVEST"	"CURRENT.ASSETS"	"CURRENT.LIABILITIES"	"TOTAL.ASSETS"	"LTDEBT"	"PREFSTK.LIQUIDATE"	"NET.SALES"	"OPERINC.BEFOREDEP"	"DEPRECIATION.AMORTIZATION"	"INTEREST.EXPENSE"	"INCOME.BEFORE.EI"	"PREF.DIVIDENDS"	"DEFER.TAXES.INVEST.CREDIT"	"DEFER.TAXES.INCOME.AMT"	"EPS.INCLUDE.EI"	"PREFSTK.REDEMPTION"	"EPS.EXCLUDE.EI"	"COMMON.EQUITY"	"DEFER.TAXES"	"PREFSTK.CARRY"	"NET.INCOME"	"OPERINC.AFTERDEP"	"TOTAL.LIABILITIES"	"STOCKHOLDERS.EQUITY"	"CURRENT"	"QUICK"	"DtoA"	"DtoE"	"ROA"	"ROE"	"PE"	"Sector"	"Industry"
20031231	22293	"21935010"	"CORNING INC"	"GLW"	1	1	11	3661	45201020	10.430000305	-0.090671308	2141259	1329746	13869.251186	1266	2694	1553	10752	2668	85	3090	386	517	163	-223	0	0	-263	-0.18	85	-0.18	5379	0	85	-223	-131	5288	5464	1.73470701867354	2.54990341274952	0.491815476190476	0.967789165446559	-0.0207403273809524	-0.0408125915080527	-57.9444461388889	"Information Technology"	"Technology Hardware & Equipment"
20031231	60599	"15670010"	"CENTURYTEL INC"	"CTL"	1	1	11	4811	50101020	32.619998932	-0.002446539	220129	144206	4703.999566	203.181	462.939	471.383	7895.852	3109.302	7.975	2379.245	1222.078	470.641	219.251	344.707	0.399	528.551	128.706	2.4	7.975	2.4	3470.541	528.551	7.975	344.707	751.437	4417.336	3478.516	0.982086753234631	1.41311841962905	0.559450202460735	1.26989095349856	0.0436567200094429	0.0990959938088541	13.5916662216667	"Telecommunication Services"	"Telecommunication Services"
20031231	11081	"24702R10"	"DELL INC"	"DELL"	3	21	11	3570	45202010	33.979999542	-0.017066825	3515371	2560426	87003.274308	4638	8924	8933	15470	506	0	35404	3055	211	17	2122	0	0	109	0.82	0	0.82	4873	0	0	2122	2844	10597	4873	0.998992499720139	1.51819097727527	0.685003232062056	2.17463574799918	0.137168713639302	0.43546070182639	41.4390238317073	"Information Technology"	"Technology Hardware & Equipment"
20031231	14702	"3822210"	"APPLIED MATERIALS INC"	"AMAT"	3	21	11	3550	45301010	22.440000534	-0.074257396	5729154	1681470	37732.187698	5493.206	8370.773	1640.877	10311.622	456.422	0	4477.291	595.947	381.655	46.875	-149.147	0	15.27	-80.494	-0.09	0	-0.09	8068.034	15.27	0	-149.147	214.292	2243.588	8068.034	5.10140187229146	8.44912750925267	0.217578572992687	0.278083607481079	-0.0144639708476513	-0.0184861640394674	-249.333339266667	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	75607	"87150310"	"SYMANTEC CORP"	"SYMC"	3	21	11	7370	45103020	34.5	0.0508680493	755238	310326	10706.247	1705.658	1988.146	894.624	3265.73	599.998	0	1406.946	449.582	92.281	21.166	248.438	0	0	-4.393	1.71	0	1.71	1764.379	0	0	248.438	357.301	1501.351	1764.379	2.22232580391315	4.12888990235004	0.459729065170728	0.850923186004821	0.0760742621098499	0.140807615597329	20.1754385964912	"Information Technology"	"Software & Services"
20031231	53613	"59511210"	"MICRON TECHNOLOGY INC"	"MU"	1	1	11	3571	45301020	13.470000267	0.0353574194	2441949	609143	8205.1563727	921.8	2037	993	7158.2	997.1	66.5	3091.3	138.7	1208.9	39.9	-1273.2	6.3	41.3	67.8	-2.11	66.5	-2.11	4971	41.3	66.5	-1273.2	-1070.2	2120.7	5037.5	2.05135951661631	2.97965760322256	0.29626163001872	0.420982630272953	-0.17786594395239	-0.252744416873449	-6.38388638246446	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	82618	"80004C10"	"SANDISK CORP"	"SNDK"	3	25	11	3570	45202020	61.200000763	-0.242761686	1681678	79571	4869.7452607	1299.572	1724.904	346.834	2023.514	150	0	1079.801	279.99	22.952	6.75	168.859	0	0	-57.698	2.33	0	2.33	1500.688	0	0	168.859	257.038	522.826	1500.688	4.97328404942999	8.72024080684131	0.258375281811739	0.34839087138699	0.0834483971941879	0.112521057008519	26.2660947480687	"Information Technology"	"Technology Hardware & Equipment"
20031231	48020	"62459110"	"MOVIE STAR INC N Y"	"MSI"	2	5	11	2341	25203010	1.5	-0.127906993	14265	15600	23.4	0.219	22.479	6.5	24.089	0	0	64.916	6.307	0.359	0.351	3.431	0	0	1.943	0.23	0	0.23	17.264	0	0	3.431	5.948	6.825	17.264	3.45830769230769	3.492	0.283324338909876	0.395331325301205	0.142430154842459	0.198737256719184	6.52173913043478	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	82598	"64120L10"	"NETWORK APPLIANCE INC"	"NTAP"	3	21	11	7370	45202020	20.440000534	-0.115916967	1206762	342205	6994.6703828	618.838	853.492	265.016	1319.173	0	0	892.068	146.274	57.411	0	76.472	0	0	-19.047	0.23	0	0.23	987.357	0	0	76.472	88.863	331.816	987.357	3.22053008120264	5.55562683007818	0.251533347028782	0.336064868127739	0.0579696521987639	0.0774512157203524	88.8695675391304	"Information Technology"	"Technology Hardware & Equipment"
20031231	60871	"3265410"	"ANALOG DEVICES INC"	"ADI"	1	1	11	3612	45301020	45.650001526	-0.082412027	673025	371805	16972.898817	2116.743	2885.716	463.477	4092.877	0	0	2047.268	551.526	168.283	32.23	298.281	0	16.562	2.157	0.82	0	0.82	3288.074	16.562	0	298.281	383.243	804.803	3288.074	6.22623344847749	10.7933273927293	0.19663503203248	0.24476426017176	0.0728780757398769	0.0907160240310893	55.6707335682927	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	85963	"11132010"	"BROADCOM CORP"	"BRCM"	3	21	11	3670	45301020	34.020000458	-0.065127753	1549304	240244	8173.10099	605.965	995.803	503.576	2017.622	0	0	1610.095	-30.353	90.948	1.1	-959.865	0	0	0	-3.29	0	-3.29	1489.805	0	0	-959.865	-121.301	527.817	1489.805	1.97746318331295	3.18078701129522	0.261603511460521	0.354285963599263	-0.475740748267019	-0.644289017690235	-10.3404256711246	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	82686	"17737610"	"CITRIX SYSTEMS INC"	"CTXS"	3	21	11	7370	45103010	21.159999847	-0.120531991	492839	164472	3480.2274949	612.314	809.485	626.004	1344.939	0	0	588.625	188.725	34.336	18.28	126.943	0	0	1.343	0.77	0	0.77	706.798	0	0	126.943	154.389	638.141	706.798	1.29309876614207	2.27122989629459	0.474475794069471	0.902861920944881	0.0943856933288424	0.179602941717436	27.4805192818182	"Information Technology"	"Software & Services"
20031231	61621	"70432610"	"PAYCHEX INC"	"PAYX"	3	21	11	8700	45102020	37.200000763	-0.032258011	569466	377526	14043.967488	2879.24	3032.642	2587.525	3690.783	0	0	1099.079	444.419	43.378	0	293.452	0	7.045	9.663	0.78	0	0.78	1077.371	7.045	0	293.452	401.041	2613.412	1077.371	1.17202423164994	2.28476323900252	0.708091480859211	2.42573078354624	0.0795094157527007	0.272377853125803	47.6923086705128	"Information Technology"	"Software & Services"
20031231	75577	"2144110"	"ALTERA CORP"	"ALTR"	3	21	11	3670	45301020	22.649999619	-0.106861234	1467367	376080	8518.2118565	1031.89	1270.032	385.202	1487.606	0	0	827.207	243.467	45.285	0	155.125	0	0	-2.16	0.41	0	0.41	1102.404	0	0	155.125	198.182	385.202	1102.404	3.29705453242714	5.97588278357849	0.258940875473748	0.349419994847624	0.104278283362665	0.140715200597966	55.2439015097561	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	89641	"G7945J10"	"SEAGATE TECHNOLOGY"	"STX"	1	4	12	3572	45202020	18.899999619	-0.043037996	899386	450381	8512.2007282	1194	2282	1363	3517	745	0	6486	1090	390	47	641	0	0	-15	1.53	0	1.53	1316	0	0	641	700	2201	1316	1.67424798239178	2.55025678650037	0.625817458060847	1.67249240121581	0.182257605914131	0.487082066869301	12.352940927451	"Information Technology"	"Technology Hardware & Equipment"
20031231	86979	"48203R10"	"JUNIPER NETWORKS INC"	"JNPR"	3	25	11	3661	45201020	18.680000305	-0.01006892	1466148	390272	7290.2810791	581.512	690.809	290.813	2411.097	557.841	0	701.393	135.655	64.659	39.099	39.199	0	0	0	0.1	0	0.1	1562.443	0	0	39.199	70.996	848.654	1562.443	2.375440575215	4.37504857073102	0.35197837332965	0.543158374417499	0.0162577449185993	0.02508827522028	186.80000305	"Information Technology"	"Technology Hardware & Equipment"
20031231	46886	"48248010"	"K L A TENCOR CORP"	"KLAC"	3	21	11	3820	45301010	58.540000916	0.000170889	1608517	196306	11491.75342	956.964	1806.383	651.056	2866.597	0	0	1323.049	200.768	71.448	0.386	137.191	0	0	-10.702	0.72	0	0.72	2215.541	0	0	137.191	129.32	651.056	2215.541	2.77454320365683	4.24440754712344	0.227118077637003	0.293858700877122	0.0478584886539684	0.0619221219557661	81.3055568277778	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	25778	"20491210"	"COMPUTER ASSOCIATES INTL INC"	"CA"	1	1	11	7372	45103020	27.340000153	0.175107345	710151	579082	15832.101968	1512	3565	2974	11054	2298	0	3116	31	142	193	-267	0	864	-493	-0.46	0	-0.46	4363	864	0	-267	-111	6691	4363	1.19872225958305	1.70712844653665	0.605301248416863	1.53357781343113	-0.0241541523430432	-0.0611964244785698	-59.4347829413043	"Information Technology"	"Software & Services"
20031231	85631	"5276910"	"AUTODESK INC"	"ADSK"	3	21	11	7370	45103010	24.579999924	0.0621493235	380819	112800	2772.6239914	247.02	449.632	311.085	883.65	0	0	824.945	82.748	31.899	0	31.904	0	1.678	39.359	0.28	0	0.28	568.151	1.678	0	31.904	50.849	315.499	568.151	1.44536702187505	2.23942652329749	0.357040683528546	0.555308359925442	0.036104792621513	0.0561540857976137	87.7857140142857	"Information Technology"	"Software & Services"
20031231	48486	"51280710"	"LAM RESH CORP"	"LRCX"	3	25	11	3670	45301010	32.299999237	0.0106383031	570883	132425	4277.327399	507.413	872.776	216.982	1198.275	332.209	0	755.234	48.305	38.753	6.096	-7.739	0	0	-8.64	-0.06	0	-0.06	649.084	0	0	-7.739	9.552	549.191	649.084	4.02234286715027	6.36084560009586	0.458317998789927	0.846101583154107	-0.00645845068953287	-0.0119229560426694	-538.333320616667	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	86964	"31561610"	"F 5 NETWORKS INC"	"FFIV"	3	25	11	3570	45201020	25.100000381	-0.027885335	111960	32998	828.24981259	44.878	69.744	36.009	148.173	0	0	115.895	8.989	4.8	0	4.087	0	0.151	0.151	0.15	0	0.15	110.429	0.151	0	4.087	4.189	37.744	110.429	1.93684912105307	3.18314865728012	0.254729269165098	0.34179427505456	0.0275826230149892	0.0370102056525007	167.333335873333	"Information Technology"	"Technology Hardware & Equipment"
20031231	25582	"41387510"	"HARRIS CORP"	"HRS"	1	4	11	3663	45201020	37.950000763	-0.021150365	73146	66595	2527.2803008	465.7	1357.7	495.5	2080.3	401.6	0	2092.7	141.6	56.4	24.9	59.5	0	0	7.2	0.9	0	0.9	1183.2	0	0	59.5	85.2	897.1	1183.2	2.74006054490414	3.67991927346115	0.431235879440465	0.758198106828939	0.0286016439936548	0.0502873563218391	42.1666675144444	"Information Technology"	"Technology Hardware & Equipment"
20031231	24803	"97428010"	"WINN DIXIE STORES INC"	"WIN"	1	1	11	5411	30101030	9.9499998093	0.1018826216	328388	141623	1409.148823	146.703	1473.454	1018.73	2790.431	332.111	0	12168.383	474.666	166.385	26.542	239.23	0	0	37.265	1.7	0	1.7	1028.504	0	0	239.23	308.281	1761.927	1028.504	1.44636360959234	1.59036938148479	0.631417512205104	1.71309688635144	0.0857322757667185	0.232599970442507	5.85294106429412	"Consumer Staples"	"Food & Drug Retailing"
20031231	79094	"46631310"	"JABIL CIRCUIT INC"	"JBL"	1	1	11	3672	45203020	28.299999237	0.0287167933	359680	199850	5655.7548475	699.748	2093.947	1263.218	3244.745	297.018	0	4729.482	369.466	224.439	17.919	43.007	0	19.223	-29.237	0.22	0	0.22	1588.476	19.223	0	43.007	145.027	1656.269	1588.476	1.65762916614551	2.21156997446205	0.510446583629838	1.04267801339145	0.0132543543483386	0.0270743782090507	128.636360168182	"Information Technology"	"Technology Hardware & Equipment"
20031231	79265	"30244510"	"FLIR SYSTEMS INC"	"FLIR"	3	25	11	3810	45203010	36.5	0.0591990985	57192	32863	1199.4995	197.993	382.113	70.337	450.423	204.369	0	311.979	76.088	6.262	4.861	44.693	0	0	4.886	1.32	0	1.32	164.842	0	0	44.693	69.826	285.581	164.842	5.43260303965196	8.24752264099976	0.634028457694212	1.73245289428665	0.0992245067414408	0.271126290629815	27.6515151515151	"Information Technology"	"Technology Hardware & Equipment"
20031231	48267	"50216110"	"L S I LOGIC CORP"	"LSI"	1	1	11	3674	45301020	8.8699998856	-0.057385758	763174	379056	3362.2266766	813.689	1390.037	391.251	3447.901	865.606	0	1693.07	133.333	225.352	30.703	-308.547	0	0	-0.335	-0.82	0	-0.82	2042.45	0	0	-308.547	-92.019	1405.451	2042.45	3.55280114300027	5.63251212137477	0.407625102924939	0.688120149820069	-0.0894883582794286	-0.151067100785821	-10.8170730312195	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	51369	"88077010"	"TERADYNE IN"	"TER"	1	1	11	3825	45301010	25.450000763	0.0111243818	550419	191340	4869.603146	289.418	769.277	280.815	1785.362	407.658	0	1352.867	47.323	152.488	20.883	-193.993	0	0	-2.013	-1.03	0	-1.03	949.57	0	0	-193.993	-105.165	835.792	949.57	2.73944411801364	3.77007994587184	0.468135873845192	0.880179449645629	-0.108657515954748	-0.204295628547658	-24.7087386048544	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	61241	"790310"	"ADVANCED MICRO DEVICES INC"	"AMD"	1	1	11	3674	45301020	14.899999619	-0.170840278	2673351	348591	5194.005767	1313.367	2900.278	1452.27	7094.345	1899.674	0	3519.168	748.386	995.663	111.433	-274.49	0	157.69	2.971	-0.79	0	-0.79	2438.31	157.69	0	-274.49	-247.277	4656.035	2438.31	1.99706528400366	2.90141984617185	0.656302308387878	1.90953365240679	-0.0386913802472251	-0.112573872887369	-18.8607590113924	"Information Technology"	"Semiconductors & Semiconductor Equipment"
20031231	27959	"26439910"	"DUKE ENERGY CORP"	"DUK"	1	1	11	4931	55103010	20.450000763	0.1335920095	950574	907000	18548.150692	1160	7888	7698	56203	20622	134	22529	4342	1803	1414	-1005	15	4285	-527	-1.48	134	-1.13	13748	4120	134	-1323	2539	42321	13882	1.02468173551572	1.17537022603274	0.753002508762877	3.04862411756231	-0.023539668700959	-0.0953032704221294	-18.0973458079646	"Utilities"	"Utilities"
20031231	18411	"84258710"	"SOUTHERN CO"	"SO"	1	1	11	4911	55101010	30.25	0.0334813632	311391	732200	22149.05	311	2917	3617	35045	12064	423	11107	3838	1027	678	1495	21	5165	440	2.03	423	2.03	9648	4586	423	1495	2811	24974	10071	0.806469449820293	0.892452308542991	0.712626622913397	2.47979346638864	0.0426594378656014	0.148446033164532	14.9014778325123	"Utilities"	"Utilities"
20031231	21776	"30161N10"	"EXELON CORP"	"EXC"	1	1	11	4911	55101010	66.36000061	0.0734390318	260272	327021	21701.11376	590	4580	5688	41941	13489	87	15812	4269	1126	920	793	0	4645	-337	2.78	87	2.44	8503	4357	87	905	3143	33351	8590	0.805203938115331	0.908931082981716	0.795188479053909	3.8825378346915	0.0215779309029351	0.105355064027939	27.1967215614754	"Utilities"	"Utilities"
20031231	24109	"2553710"	"AMERICAN ELECTRIC POWER INC"	"AEP"	1	1	11	4911	55101010	30.510000229	0.1018418074	279832	395007	12051.66366	1182	4897	5982	36744	12529	61	14545	3581	1299	814	531	9	4379	35	0.29	61	1.35	7874	3957	61	119	2282	28809	7935	0.818622534269475	1.01621531260448	0.784046374918354	3.63062381852552	0.00323862399303288	0.0149968494013863	22.6000001696296	"Utilities"	"Utilities"
20031231	13688	"69331C10"	"P G & E CORP"	"PCG"	1	1	11	4931	55101010	27.770000458	0.1054936126	437674	414759	11517.85762	4061	7148	3138	30175	4321	286	10435	3725	1222	1176	791	0	983	356	1.09	286	2.05	4215	856	286	420	2503	25674	4501	2.27788400254939	3.57202039515615	0.850836785418393	5.70406576316374	0.0139188069594035	0.0933125972006221	13.5463416868293	"Utilities"	"Utilities"
20031231	11404	"20911510"	"CONSOLIDATED EDISON INC"	"ED"	1	1	11	4931	55101010	43.009998322	0.0672456324	152228	225457	9696.9051916	67	1592	1911	20966	6769	229	9827	1947	529	446	536	11	3172	425	2.39	213	2.37	6423	3067	213	539	1418	14330	6636	0.833071690214547	0.868131868131868	0.68348755127349	2.15943339361061	0.0257082896117524	0.0812236286919831	18.1476786168776	"Utilities"	"Utilities"
20031231	15720	"28102010"	"EDISON INTERNATIONAL"	"EIX"	1	1	11	4911	55101010	21.930000305	0.0739471242	315822	325811	7145.0353294	2277	5049	6167	34962	12092	129	12135	3279	1184	1283	789	10	6116	-135	2.52	129	2.39	5383	5967	129	831	2095	29450	5512	0.818712502026917	1.18793578725474	0.842343115382415	5.34288824383164	0.0237686631199588	0.150761973875181	9.17573234518828	"Utilities"	"Utilities"
20031231	23931	"98389B10"	"X C E L ENERGY INC"	"XEL"	1	1	11	4931	55101010	16.979999542	0.0392214805	423113	398825	6772.0483174	610.602	3131.239	2671.066	20205.38	6518.853	104.98	7937.516	1860.286	756	472.302	510.02	4.241	2170.969	52.066	1.55	104.98	1.27	5166.44	2014.414	104.98	622.392	1104.286	14933.96	5271.42	1.17228065498943	1.40087927441703	0.739108098932067	2.83300514851786	0.0308032811063192	0.118069135071764	13.3700783795276	"Utilities"	"Utilities"
20031231	44206	"66439710"	"NORTHEAST UTILITIES"	"NU"	1	4	11	4911	55101010	20.170000076	0.0110275345	139310	127369	2569.0327397	422.907	1772.731	1446.235	11308.884	4211.291	116.2	6069.156	697.754	204.388	251.358	126.711	5.559	1390.006	-120.603	0.91	116.2	0.95	2264.12	1287.354	116.2	121.97	493.366	8928.564	2380.32	1.22575584189292	1.51817512368322	0.789517692461962	3.75099314377899	0.0107853259437448	0.051241009612153	21.2315790273684	"Utilities"	"Utilities"
20031231	11674	"23333110"	"D T E ENERGY CO"	"DTE"	1	1	11	4911	55101010	39.400001526	0.0584726185	192101	168301	6631.0596568	185	2712	2879	20753	7669	0	7041	1434	687	546	480	0	1144	-137	3.11	0	2.87	5287	988	0	521	747	15466	5287	0.941993747829107	1.00625217089267	0.745241651809377	2.92528844335162	0.0251048041247049	0.09854359750331	13.728223528223	"Utilities"	"Utilities"
20031231	21792	"15189T10"	"CENTERPOINT ENERGY INC"	"CNP"	1	1	11	4931	55101010	9.6899995804	-0.001030952	419564	306078	2965.8956916	520.782	2272.705	2518.336	21376.664	10783.064	0	9760.124	2228.745	624.581	946.82	419.711	0	3222.308	499.301	1.59	0	1.38	1760.557	3010.577	0	483.667	1604.164	19616.107	1760.557	0.902462975552111	1.1092590504206	0.91764117170013	11.1419891545687	0.0226259345237405	0.274723851599238	7.02173882637681	"Utilities"	"Utilities"
20031231	23536	"97665710"	"WISCONSIN ENERGY CORP"	"WEC"	1	4	11	4931	55101010	33.450000763	0.0229357798	71386	117665	3935.8943398	53.5	1436	1388.1	10025.7	3574.3	30.4	4054.3	928.7	332.3	227.2	245.5	1.2	713.5	22.8	2.09	30.4	2.09	2358.6	647.5	30.4	245.5	596.4	7636.7	2389	1.03450760031698	1.07304949211152	0.761712399134225	3.19660946002511	0.024487068234637	0.102762662201758	16.004785054067	"Utilities"	"Utilities"
20031231	23229	"12589610"	"C M S ENERGY CORP"	"CMS"	1	1	11	4931	55101010	8.5200004578	0.079847984	488964	161131	1372.8361938	733	2494	1650	13838	6762	305	5513	862	428	600	-40	3	700	57	-0.3	305	-0.3	1585	615	305	-41	434	11948	1890	1.51151515151515	1.95575757575758	0.863419569301922	6.32169312169312	-0.00296285590403237	-0.0216931216931217	-28.400001526	"Utilities"	"Utilities"
20031231	23085	"80589M10"	"SCANA CORP NEW"	"SCG"	1	4	11	4391	55103010	34.25	0.0302262697	66835	110923	3799.11275	136	901	1017	8449	3225	116	3416	789	238	213	289	7	904	60	2.54	115	2.54	2306	787	115	289	551	6028	2421	0.885939036381514	1.0196656833825	0.713457213871464	2.48988021478728	0.03420523138833	0.119372160264354	13.4842519685039	"Utilities"	"Utilities"
20031231	48274	"65408610"	"NICOR INC"	"GAS"	1	1	11	4924	55102010	34.040000916	0.0529447794	72414	44034	1498.9174003	83.2	915.9	1068.7	3797.2	496.9	0	2662.7	332.9	143.5	37.7	109.7	0	597	130.6	2.39	0	2.49	754.6	561.4	0	105.2	189.4	3042.6	754.6	0.857022550762609	0.934874146158885	0.801274623406721	4.03206997084548	0.0277046244601285	0.139411608799364	13.6706830987952	"Utilities"	"Utilities"
20031231	23501	"71329110"	"PEPCO HOLDINGS INC"	"POM"	1	4	11	6719	55101010	19.540000916	0.077886723	109858	171384	3348.8435169	137.8	1628.9	2090.4	13434.4	5372.8	63.2	7271.3	1048.5	422.1	385.2	107.6	0	1840.7	156.4	0.66	63.2	0.63	3003.3	1777	63.2	113.5	626.4	10367.9	3066.5	0.779228855721393	0.845149253731343	0.771742690406717	3.38102070764715	0.00844846066813553	0.0370128811348443	31.0158744698413	"Utilities"	"Utilities"
20031231	37161	"87237510"	"T E C O ENERGY INC"	"TE"	1	1	11	4911	55101010	14.409999847	0.1101695225	235212	176669	2545.800263	159.6	869.8	2247.2	10462.3	4392.6	0	2740	638.5	326	328.3	-14.7	0	520.8	-193.4	-5.05	0	-0.08	1677.7	498	0	-909.4	312.5	8784.6	1677.7	0.387059451762193	0.458081167675329	0.839643290672223	5.23609703761101	-0.08692161379429	-0.54205161828694	-180.1249980875	"Utilities"	"Utilities"
