"DATE"	"PERMNO"	"CUSIP"	"COMPANY.NAME"	"TICKER"	"EXCHANGE"	"ZLIST"	"SHARE.CLASS"	"SIC"	"GICS"	"PRICE"	"RETURN"	"VOLUME"	"SHARES.OUT"	"MARKET.EQUITY"	"CASH.SHTINVEST"	"CURRENT.ASSETS"	"CURRENT.LIABILITIES"	"TOTAL.ASSETS"	"LTDEBT"	"PREFSTK.LIQUIDATE"	"NET.SALES"	"OPERINC.BEFOREDEP"	"DEPRECIATION.AMORTIZATION"	"INTEREST.EXPENSE"	"INCOME.BEFORE.EI"	"PREF.DIVIDENDS"	"DEFER.TAXES.INVEST.CREDIT"	"DEFER.TAXES.INCOME.AMT"	"EPS.INCLUDE.EI"	"PREFSTK.REDEMPTION"	"EPS.EXCLUDE.EI"	"COMMON.EQUITY"	"DEFER.TAXES"	"PREFSTK.CARRY"	"NET.INCOME"	"OPERINC.AFTERDEP"	"TOTAL.LIABILITIES"	"STOCKHOLDERS.EQUITY"	"CURRENT"	"QUICK"	"DtoA"	"DtoE"	"ROA"	"ROE"	"PE"	"Sector"	"Industry"
20031231	26403	"25468710"	"DISNEY WALT CO"	"DIS"	1	1	11	7996	25401030	23.329999924	0.0194889456	1755663	2045364	47718.341964	1583	8314	8669	49988	10987	0	27061	3790	1077	699	1338	0	2712	488	0.62	0	0.65	23791	2712	0	1267	2713	26197	23791	0.959049486676664	1.14165417003115	0.524065775786189	1.10113067966878	0.0253460830599344	0.0532554327266613	35.8923075753846	"Consumer Discretionary"	"Media"
20031231	89525	"20030N10"	"COMCAST CORP NEW"	"CMCSA"	3	21	11	4841	25401020	32.790000916	0.0376582444	1483395	1357521	44513.114833	4043	5403	9654	109159	23835	0	18348	5120	3166	2018	-218	0	25900	820	1.44	0	-0.1	41662	25900	0	3240	1954	67497	41662	0.559664387818521	0.97845452662109	0.618336554933629	1.62010945225865	0.0296814738134281	0.0777687100955307	-327.90000916	"Consumer Discretionary"	"Media"
20031231	66181	"43707610"	"HOME DEPOT INC"	"HD"	1	1	11	5211	25504030	35.490001678	-0.032644089	1932996	2275216	80747.419659	2253	11917	8035	30011	1321	0	58247	6733	903	96	3664	0	362	173	1.57	0	1.57	19802	362	0	3664	5830	10209	19802	1.48313627878034	1.76353453640324	0.340175269068008	0.515553984446016	0.122088567525241	0.185031814968185	22.6050966101911	"Consumer Discretionary"	"Retailing"
20031231	43449	"58013510"	"MCDONALDS CORP"	"MCD"	1	1	11	5812	25301040	24.829999924	-0.031213393	1472843	1269164	31513.342023	492.8	1885.4	2485.8	25525.1	9342.5	0	17140.5	4477.1	1113.3	395.8	1508.2	0	1015.1	181.4	1.16	0	1.19	11981.9	1015.1	0	1471.4	3363.8	13543.2	11981.9	0.758468098801191	0.956714136294151	0.530583621611669	1.13030487652209	0.0576452198032525	0.122801892855056	20.8655461546218	"Consumer Discretionary"	"Hotels Restaurants & Leisure"
20031231	61399	"54866110"	"LOWES COMPANIES INC"	"LOW"	1	1	11	5031	25504030	55.38999939	-0.049914233	754450	786354	43556.14758	1126	5568	3578	16109	3736	0	26491	3167	626	228	1471	0	478	208	1.89	0	1.89	8302	478	0	1471	2541	7807	8302	1.55617663499162	1.87087758524315	0.48463591780992	0.940375813057095	0.0913154137438699	0.177186220187907	29.306877984127	"Consumer Discretionary"	"Retailing"
20031231	86783	"74150340"	"PRICELINE COM INC"	"PCLN"	3	25	11	4510	25502020	17.899999619	-0.060367435	203576	38859	695.57608518	267.953	283.513	49.614	337.784	124.524	13.47	863.661	19.365	11.533	0.907	11.916	1.491	0	0	0.28	13.47	0.28	149.107	0	13.47	11.916	7.832	175.207	162.577	5.7143749748055	11.1151287942919	0.518695379295645	1.07768626558492	0.0352769817398101	0.0732945004520935	63.9285700678571	"Consumer Discretionary"	"Retailing"
20031231	40539	"87254010"	"T J X COMPANIES INC NEW"	"TJX"	1	1	11	5651	25504010	22.049999237	-0.023904422	555342	503276	11097.235416	492.33	2240.54	1566.345	3940.489	693.764	0	11981.207	1177.697	198.6	36.432	578.388	0	41.969	71.827	1.09	0	1.09	1409.147	41.969	0	578.388	979.097	2531.342	1409.147	1.4304256086622	1.74474333559976	0.642392860378496	1.79636475115797	0.146780767564635	0.410452564565656	20.2293570981651	"Consumer Discretionary"	"Retailing"
20031231	85348	"98849810"	"YUM BRANDS INC"	"YUM"	1	1	11	5812	25301040	34.400001526	-0.002609456	254430	294153	10118.863649	207	806	1461	5620	2056	0	8380	1471	401	185	618	0	0	-23	2.1	0	2.1	1120	0	0	617	1070	4500	1120	0.551676933607118	0.693360711841205	0.800711743772242	4.01785714285714	0.109786476868327	0.550892857142857	16.380953107619	"Consumer Discretionary"	"Hotels Restaurants & Leisure"
20031231	42534	"47836610"	"JOHNSON CONTROLS INC"	"JCI"	1	1	11	2531	25101010	116.12000275	0.0651498586	78199	90377	10494.577488	136.1	5620.3	5584.1	13127.3	1776.6	97.099	22646	1719.6	558	122.1	682.9	7.2	248.5	122.7	7.56	97.099	7.56	4187.8	248.5	73.5	682.9	1161.6	8866	4261.3	1.00648269192887	1.03085546462277	0.675386408476991	2.080585736747	0.0520213600664265	0.160256259826813	15.359788723545	"Consumer Discretionary"	"Automobiles & Components"
20031231	43553	"91820410"	"V F CORP"	"VFC"	1	1	11	2328	25203010	43.240001678	0.054034438	65738	108062	4672.6010614	514.785	2208.531	871.857	4245.552	956.383	29.992	5207.459	719.839	108.063	61.368	397.933	2.238	0	30.961	3.67	29.992	3.67	1951.307	0	29.987	397.933	611.776	2264.258	1981.294	2.53313444750687	3.12358104597428	0.533324759654339	1.14281777464627	0.0937293901947262	0.200845003316015	11.7820168059945	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	30382	"25666910"	"DOLLAR GENERAL CORP"	"DG"	1	1	11	5331	25503020	20.989999771	-0.004498156	429450	337011	7073.8608129	121.318	1323.908	664.501	2333.153	330.337	0	6100.404	569.424	135.3	42.739	264.946	0	50.247	82.867	0.8	0	0.8	1288.068	50.247	0	264.946	434.124	1045.085	1288.068	1.99233409731513	2.17490417621644	0.447928189878675	0.811358561815059	0.113557062052939	0.205692556604154	26.23749971375	"Consumer Discretionary"	"Retailing"
20031231	30681	"68191910"	"OMNICOM GROUP INC"	"OMC"	1	1	11	7311	25401010	87.330001831	0.0987948477	188785	190001	16592.787678	1548.935	7285.945	7762.458	14499.456	2536.595	0	8621.404	1289.069	124.394	57.932	675.883	0	204.104	83.839	3.61	0	3.61	3466.059	204.104	0	675.883	1164.675	11033.397	3466.059	0.938613130016291	1.1381549504036	0.760952479872348	3.18326866334358	0.0466143695322087	0.195000431325606	24.1911362412742	"Consumer Discretionary"	"Media"
20031231	77659	"7589610"	"BED BATH & BEYOND INC"	"BBBY"	3	21	11	5700	25504040	43.349998474	0.0262783319	827083	298384	12934.945945	616.597	1594.391	680.171	2188.842	0	0	3665.164	554.882	74.825	0	302.179	0	0	-13.291	1.03	0	1.03	1451.921	0	0	302.179	480.057	736.921	1451.921	2.34410317405476	3.25063550195466	0.336671628194269	0.507548964440903	0.138054277101773	0.208123582481416	42.0873771592233	"Consumer Discretionary"	"Retailing"
20031231	88661	"18975410"	"COACH INC"	"COH"	1	4	11	3171	25203010	37.75	-0.052459843	464549	185573	7005.38075	229.176	448.538	161.461	617.652	3.535	0	953.226	273.993	30.231	0.695	146.628	0	0	8.778	1.63	0	1.63	426.929	0	0	146.628	243.762	190.723	426.929	2.77799592471247	4.19738512705855	0.308787148750429	0.446732360650132	0.237395815119193	0.343448208015853	23.159509202454	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	76605	"5333210"	"AUTOZONE INC"	"AZO"	1	1	11	5511	25504040	85.209999084	-0.109241106	408465	87264	7435.7653601	6.742	1584.994	1675.566	3680.466	1546.845	0	5457.123	1018.245	109.748	86.635	517.604	0	0	65.701	5.45	0	5.45	373.758	0	0	517.604	908.497	3306.708	373.758	0.94594542978313	0.949969144754668	0.898448185637362	8.84718989292537	0.140635452141115	1.38486400291097	15.6348622172477	"Consumer Discretionary"	"Retailing"
20031231	64282	"53271610"	"LIMITED BRANDS INC"	"LTD"	1	1	11	5621	25504010	18.030000687	0.0117187845	365303	516689	9315.9030248	2262	3606	1259	7246	547	0	8445	1148	276	30	496	0	125	36	0.98	0	0.97	4860	125	0	502	872	2386	4860	2.86417791898332	4.66084193804607	0.329285122826387	0.490946502057613	0.069279602539332	0.103292181069959	18.5876295742268	"Consumer Discretionary"	"Retailing"
20031231	79103	"68609110"	"O REILLY AUTOMOTIVE INC"	"ORLY"	3	25	11	5530	25504040	38.560001373	-0.113970563	73784	54665	2107.8824751	21.094	687.485	245.868	1187.592	120.977	0	1511.816	206.491	41.216	8.672	100.087	0	29.448	13.796	1.86	0	1.86	784.285	29.448	0	100.087	165.275	403.307	784.285	2.79615484731645	2.88194885060276	0.339600637255893	0.514235258866356	0.084277260203841	0.12761559892131	20.731183533871	"Consumer Discretionary"	"Retailing"
20031231	46674	"37246010"	"GENUINE PARTS CO"	"GPC"	1	1	11	5012	25501010	33.200000763	0.0640089363	88891	173968	5775.7377327	15.393	3417.626	1016.931	4116.497	625.108	0	8449.3	694.859	69.013	51.538	353.642	0	114.533	27.354	1.92	0	2.03	2312.283	114.533	0	334.101	625.846	1804.214	2312.283	3.36072555561783	3.37586227580829	0.438288671168715	0.78027386786133	0.081161482687829	0.144489666706022	16.3546801788177	"Consumer Discretionary"	"Retailing"
20031231	59010	"36476010"	"GAP INC"	"GPS"	1	1	11	5651	25504010	23.209999084	0.0805673972	901416	895834	20792.30632	3388.514	5739.725	2726.574	9902.004	2895.794	0	14454.709	1772.607	759.978	259.599	477.457	0	0	-14.189	0.55	0	0.55	3658.212	0	0	477.457	1012.629	6243.792	3658.212	2.10510516127565	3.34787869318786	0.630558420295528	1.70678790622304	0.0482182192614747	0.130516492756571	42.1999983345454	"Consumer Discretionary"	"Retailing"
20031231	89533	"98313410"	"WYNN RESORTS LTD"	"WYNN"	3	25	11	7990	25301010	28.010000229	0.125351578	82371	82168	2301.5256988	399.864	402.347	71.176	1733.323	635.432	0	1.018	-45.545	5.743	96.331	-48.892	0	0	0	-0.62	0	-0.62	1001.815	0	0	-48.892	-51.288	731.508	1001.815	5.6528464651006	11.2708075755873	0.422026362080235	0.730182718366165	-0.0282070912345824	-0.0488034217894521	-45.1774197241935	"Consumer Discretionary"	"Hotels Restaurants & Leisure"
20031231	79545	"9972410"	"BORGWARNER INC"	"BWA"	1	4	11	5013	25101010	85.069999695	0.0768354386	39998	27017	2298.3361818	145.1	824.6	470.3	3038.9	634	0	3069.2	394.3	124.5	33.3	174.9	0	0	40	6.46	0	6.46	1260.4	0	0	174.9	269.8	1778.5	1260.4	1.75334892621731	2.06187539868169	0.585244660897035	1.41105998095843	0.0575537200960874	0.138765471278959	13.1687306029412	"Consumer Discretionary"	"Automobiles & Components"
20031231	89508	"14313010"	"CARMAX INC"	"KMX"	1	4	11	5541	25504040	30.930000305	-0.06073489	242177	103632	3205.3377916	34.615	708.745	248.103	917.617	100	0	3969.944	98.295	14.873	2.261	94.802	0	4.041	8.88	0.92	0	0.92	554.569	4.041	0	94.802	83.422	363.048	554.569	2.8566563080656	2.99617497571573	0.39564219058714	0.654648925562013	0.103313255966269	0.170947167980901	33.619565548913	"Consumer Discretionary"	"Retailing"
20031231	25419	"96332010"	"WHIRLPOOL CORP"	"WHR"	1	1	11	3633	25201040	72.650001526	0.0633782446	100880	69657	5060.5811563	249	3865	3589	7361	1134	0	12176	1276	427	137	414	0	236	58	6.03	0	6.03	1301	236	0	414	849	6060	1301	1.07690164391195	1.14628030091948	0.823257709550333	4.65795541890853	0.0562423583752208	0.318216756341276	12.0480931220564	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	77606	"50025510"	"KOHLS CORP"	"KSS"	1	1	11	5311	25503010	44.939998627	-0.069950357	1146254	340011	15280.093873	566.076	3284.094	1507.992	6315.503	1058.784	0	9120.287	1255.556	165.173	69.269	643.381	0	171.951	53.322	1.91	0	1.91	3511.917	171.951	0	643.381	1090.383	2803.586	3511.917	2.17779272038578	2.55317667467732	0.443921252194797	0.798306452003279	0.101873279135486	0.183199375156076	23.5287950926702	"Consumer Discretionary"	"Retailing"
20031231	13936	"71859210"	"PHILLIPS VAN HEUSEN CORP"	"PVH"	1	4	11	2253	25203010	17.739999771	0.0079545109	27170	30497	541.01677302	117.121	451.127	127.439	771.7	249.012	0	1404.973	94.713	25.678	22.729	30.437	0	0	13.594	1.1	0	1.1	272.227	0	0	30.437	69.035	499.473	272.227	3.53994460094634	4.45898037492447	0.647237268368537	1.83476657348463	0.039441492808086	0.111807425420697	16.1272725190909	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	75100	"88654710"	"TIFFANY & CO NEW"	"TIF"	1	1	11	5944	25504040	45.200000763	-0.002205021	173501	146635	6627.9021119	156.197	1070.388	299.907	1923.586	297.107	0	1706.602	398.879	79.682	18.425	189.894	0	0	-5.209	1.31	0	1.31	1208.049	0	0	189.894	319.197	715.537	1208.049	3.56906641058728	4.08988453087124	0.371980769250764	0.592307927906898	0.0987187471732483	0.157190643757	34.5038173763359	"Consumer Discretionary"	"Retailing"
20031231	60986	"65122910"	"NEWELL RUBBERMAID INC"	"NWL"	1	1	11	3221	25201050	22.770000458	-0.004372557	653573	274400	6248.0881256	144.4	3000.2	2022	7480.7	2868.6	0	7750	1004.2	271.5	140.1	-46.6	0	0	40.5	-0.17	0	-0.17	2016.3	0	0	-46.6	732.7	5464.4	2016.3	1.4837784371909	1.55519287833828	0.73046640020319	2.71011258245301	-0.00622936356223348	-0.0231116401329167	-133.941179164706	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	79411	"71676810"	"PETSMART INC"	"PETM"	3	25	11	5990	25504040	23.799999237	-0.016528988	359853	143034	3404.2090909	253.936	581.411	288.464	1158.856	159.443	0	2695.184	262.314	77.268	20.836	88.855	0	0	-15.941	0.66	0	0.66	681.199	0	0	88.855	185.046	477.657	681.199	2.0155409340507	2.89584488879028	0.412179770394251	0.701200383441549	0.0766747551033088	0.130439122782036	36.0606049045455	"Consumer Discretionary"	"Retailing"
20031231	53065	"46069010"	"INTERPUBLIC GROUP COS INC"	"IPG"	1	1	11	7311	25401010	15.600000381	0.0947368667	943298	414839	6471.4885582	2005.7	7349.7	6624.5	12234.5	2191.7	373.7	5863.4	735.3	204.1	172.8	-552.9	0	0	71.5	-1.17	373.7	-1.43	2232.2	0	373.7	-451.7	531.2	9628.6	2605.9	1.1094724130123	1.4122424333912	0.7870039641996	3.69492305921179	-0.0369201847235277	-0.173337426608849	-10.9090911755245	"Consumer Discretionary"	"Media"
20031231	53866	"30700010"	"FAMILY DOLLAR STORES INC"	"FDO"	1	1	11	5331	25503020	35.880001068	-0.068040453	398810	172441	6187.1832642	206.731	1156.492	595.331	1985.695	0	0	4750.171	478.04	88.315	0	247.475	0	79.395	-1.325	1.44	0	1.44	1310.969	79.395	0	247.475	389.725	674.726	1310.969	1.94260335846781	2.28985723908212	0.339793372093902	0.514677311210257	0.124628908266375	0.188772579671983	24.9166674083333	"Consumer Discretionary"	"Retailing"
20031231	81655	"23719410"	"DARDEN RESTAURANTS INC"	"DRI"	1	1	11	5812	25301040	21.040000916	0.0159344207	215758	164861	3468.6755909	48.63	325.629	639.909	2664.633	658.086	0	4654.971	579.282	185.013	47.566	232.26	0	150.537	35.89	1.36	0	1.36	1196.191	150.537	0	232.26	394.269	1468.442	1196.191	0.508867667121419	0.584862847686155	0.551086021977511	1.22759826816955	0.0871639734252334	0.194166316248826	15.4705889088235	"Consumer Discretionary"	"Hotels Restaurants & Leisure"
20031231	89301	"36466R10"	"GAMESTOP CORP"	"GME"	1	4	11	5734	25504020	15.409999847	-0.045820419	62882	19372	298.52251704	232.03	416.453	246.771	803.909	0	0	1352.791	109.624	22.553	1.368	52.404	0	5.591	-0.09	0.93	0	0.93	548.675	5.591	0	52.404	87.071	255.234	548.675	1.68760915990939	2.62787361561934	0.31749115882519	0.465182485077687	0.0651864825496418	0.0955100924955575	16.5698923086021	"Consumer Discretionary"	"Retailing"
20031231	79089	"34988210"	"FOSSIL INC"	"FOSL"	3	25	11	3873	25203010	28.129999161	-0.034660269	35627	46539	1309.1420309	164.053	439.32	125.759	587.541	0	0	781.736	129.259	18.948	0.062	68.335	0	32.861	13.283	1.47	0	1.47	423.426	32.861	0	68.335	110.311	164.115	423.426	3.49334838858451	4.79785144601977	0.279325187518828	0.387588386164288	0.116306776888762	0.161385932843047	19.1360538510204	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	47941	"36473010"	"GANNETT INC"	"GCI"	1	1	11	2711	25401040	89.160003662	0.0324480981	161382	271062	24167.888913	67.188	1223.261	961.837	14706.239	3834.511	0	6711.115	2212.55	231.532	142.671	1211.213	0	743.975	65.434	4.49	0	4.49	8422.981	743.975	0	1211.213	1981.018	6283.258	8422.981	1.27179657260014	1.34165040438245	0.427251182304327	0.745966065933189	0.0823604865934791	0.14379861476596	19.8574618400891	"Consumer Discretionary"	"Media"
20031231	45277	"45990210"	"INTERNATIONAL GAME TECHNOLOGY"	"IGT"	1	1	11	3999	25301010	35.700000763	0.0319977552	385048	346217	12359.947164	1357.073	2078.228	945.081	4185.231	1146.759	0	2128.137	800.535	133.987	116.854	375.287	0	0	-10.179	1.14	0	1.09	1687.478	0	0	390.727	666.548	2497.753	1687.478	2.19899458353305	3.63492758821731	0.596801705807875	1.48016922294691	0.0933585266858627	0.231544944585944	32.7522942779816	"Consumer Discretionary"	"Hotels Restaurants & Leisure"
20031231	52978	"41805610"	"HASBRO INC"	"HAS"	1	1	11	3944	25202010	21.280000687	-0.037539572	279581	174483	3712.9983598	520.747	1509.263	930.055	3163.376	686.871	0	3138.657	508.739	164.123	52.462	175.015	0	2.62	22.774	0.91	0	1.01	1405.24	2.62	0	157.664	344.616	1758.136	1405.24	1.62276747074098	2.18267736854272	0.555778383600305	1.2511286328314	0.0498404236486589	0.112197204747943	21.0693076108911	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	88837	"G3726010"	"GARMIN LTD"	"GRMN"	3	25	12	3812	25201010	54.479999542	-0.026969139	167005	108166	5892.8836305	327.456	539.928	104.434	856.945	0	0	572.989	237.216	10.216	0.534	178.634	0	2.821	-4.205	1.65	0	1.65	749.69	2.821	0	178.634	227	107.255	749.69	5.17004040829615	8.30557098263018	0.125159724369709	0.143065800530886	0.208454451569237	0.238277154557217	33.0181815406061	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	60943	"52466010"	"LEGGETT & PLATT INC"	"LEG"	1	1	11	2515	25201020	21.629999161	0.0703047663	125029	191938	4151.6187789	443.9	1819.4	625.9	3889.7	1012.2	0	4388.2	520.4	167	46.9	205.9	0	95.2	15.9	1.05	0	1.05	2114	95.2	0	205.9	353.4	1775.7	2114	2.90685413005272	3.61607285508867	0.456513355785793	0.839971617786187	0.0529346736252153	0.0973982970671712	20.5999992009524	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	68857	"12686C10"	"CABLEVISION SYSTEMS CORP"	"CVC"	1	4	11	4841	25401020	23.38999939	0.1288610101	310158	219538	5134.993686	332.836	1061.816	1620.058	11189.199	9919.036	0	4177.148	1210.48	1060.651	615.676	-283.116	0	289.055	13.595	-1.04	0	-0.99	-1989.802	289.055	0	-297.239	149.829	13179.001	-1989.802	0.655418509707677	0.860865475186691	1.17783238996822	-6.62327256681821	-0.0265648148719135	0.149381194711836	-23.626262010101	"Consumer Discretionary"	"Media"
20031231	53225	"93964010"	"WASHINGTON POST CO"	"WPO"	1	4	11	2711	25401040	791.40002441	-0.014997806	2968	7810	6180.8341907	90.06	495.836	711.873	3901.558	422.471	12.54	2838.911	548.492	175.284	27.804	241.088	1.027	303.824	30.704	25.19	12.54	25.19	2074.941	303.824	12.54	241.088	373.208	1814.077	2087.481	0.696523115780483	0.823034445750857	0.464962202279192	0.869026831860985	0.0617927504858316	0.11549230867251	31.4172300281858	"Consumer Discretionary"	"Media"
20031231	18403	"70816010"	"PENNEY J C CO INC"	"JCP"	1	1	11	5311	25503010	26.280000687	0.0562701598	444826	273025	7175.0971875	2474	8353	4159	17867	4940	333	32347	1741	667	407	371	27	1391	141	1.41	333	1.28	6037	1391	333	405	1074	11497	6370	2.00841548449146	2.60327001683097	0.643476800805955	1.80486656200942	0.0226674875468741	0.0635792778649922	20.5312505367188	"Consumer Discretionary"	"Retailing"
20031231	18163	"74271810"	"PROCTER & GAMBLE CO"	"PG"	1	1	11	2841	30301010	99.879997253	0.037822105	642678	1296727	129517.0892	6212	15220	12358	43706	11475	1580	43373	10303	1703	561	5186	125	1396	63	3.9	1580	3.9	15914	1396	272	5186	8600	27520	16186	1.23159087230944	1.7342612073151	0.629661831327507	1.70023477078957	0.118656477371528	0.320400345978006	25.6102557058974	"Consumer Staples"	"Household & Personal Products"
20031231	11308	"19121610"	"COCA COLA CO"	"KO"	1	1	11	2086	30201030	50.75	0.0913978517	1130609	2451512	124414.234	3482	8396	7886	27342	2517	0	21044	6397	667	178	4347	0	337	-188	1.77	0	1.77	14090	337	0	4347	5730	13252	14090	1.06467156987066	1.50621354298757	0.484675590666374	0.940525195173882	0.158986175115207	0.308516678495387	28.6723163841808	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	17005	"12665010"	"C V S CORP"	"CVS"	1	1	11	5912	30101010	36.119998932	-0.035771493	470887	394938	14265.160138	843.2	6496.5	3489.2	10543.1	753.1	242.7	26588	1765.3	341.7	64.9	847.3	14.6	41.6	29.4	2.11	242.7	2.11	5942.3	41.6	79.5	847.3	1423.6	4521.3	6021.8	1.86188811188811	2.10354809125301	0.428839715074314	0.75082201335149	0.0803653574375658	0.140705436912551	17.1184829061611	"Consumer Staples"	"Food & Drug Retailing"
20031231	13856	"71344810"	"PEPSICO INC"	"PEP"	1	1	11	2086	30201030	46.619998932	-0.02784705	930985	1716747	80034.743306	2001	6930	6415	25327	1702	41.45	26971	6152	1165	163	3568	3	1261	-323	2.07	41.45	2.07	11896	1261	-22	3568	4987	13453	11874	1.08028059236165	1.39220576773188	0.531172266750898	1.13297961933637	0.140877324594306	0.300488462186289	22.5217386144928	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	87055	"22160K10"	"COSTCO WHOLESALE CORP NEW"	"COST"	3	21	11	5330	30101040	37.180000305	0.0379676335	939947	458079	17031.37736	1545.439	5711.538	5011.107	13191.688	1289.649	0	42545.552	1547.93	391.302	40.192	721	0	182.749	73.537	1.58	0	1.58	6554.98	182.749	0	721	1156.628	6636.708	6554.98	1.13977570225501	1.44817841646566	0.50309770819322	1.01246807770581	0.0546556286049215	0.109992707834349	23.5316457626582	"Consumer Staples"	"Food & Drug Retailing"
20031231	19502	"93142210"	"WALGREEN CO"	"WAG"	1	1	11	5912	30101010	36.380001068	-0.011681616	656894	1025400	37304.053095	1017.1	6358.1	3420.5	11405.9	9.4	0	32505.4	2194.4	346.1	1.6	1175.7	0	228	58.9	1.15	0	1.15	7195.7	228	0	1175.7	1848.3	4210.2	7195.7	1.85882180967695	2.15617599766116	0.369124751225243	0.585099434384424	0.103078231441622	0.163389246355462	31.6347835373913	"Consumer Staples"	"Food & Drug Retailing"
20031231	17750	"49436810"	"KIMBERLY CLARK CORP"	"KMB"	1	1	11	2621	30301010	59.090000153	0.0960899815	356361	504459	29808.482387	299.3	4438.1	3918.7	16779.9	2733.7	0	14348	3283.1	758.8	180.4	1694.2	0	880.6	-53	3.34	0	3.34	6766.3	880.6	0	1694.2	2524.3	10013.6	6766.3	1.13254395590374	1.20892132594993	0.596761601678198	1.47992255737996	0.100966036746345	0.250387952056515	17.6916168122754	"Consumer Staples"	"Household & Personal Products"
20031231	17144	"37033410"	"GENERAL MILLS INC"	"GIS"	1	1	11	2043	30202030	45.299999237	0.0064430335	368617	373369	16913.615415	703	3179	3444	18227	7516	0	10506	2339	347	589	917	0	1661	27	2.49	0	2.49	4175	1661	0	917	1992	14052	4175	0.923054587688734	1.12717770034843	0.77094420365392	3.36574850299401	0.0503099797004444	0.219640718562874	18.1927707779116	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	10516	"3948310"	"ARCHER DANIELS MIDLAND CO"	"ADM"	1	1	11	2075	30202010	15.220000267	0.0650804937	429177	646664	9842.2262527	1309.628	8421.857	5147.472	17182.879	3872.287	0	30708.033	1423.059	643.615	363.971	451.145	0	543.555	104.064	0.7	0	0.7	7069.197	543.555	0	451.145	779.444	10113.682	7069.197	1.63611516488094	1.89053675279827	0.588590654685981	1.43066914106369	0.0262554953683838	0.0638184223752712	21.7428575242857	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	16678	"50104410"	"KROGER COMPANY"	"KR"	1	1	11	5411	30101030	18.510000229	-0.018557813	715572	745029	13790.486961	171	5566	5608	20102	8222	0	51760	3791	1087	600	1233	0	709	361	1.55	0	1.58	3850	709	0	1205	2704	16252	3850	0.992510699001427	1.02300285306705	0.808476768480748	4.2212987012987	0.0599442841508308	0.312987012987013	11.7151900183544	"Consumer Staples"	"Food & Drug Retailing"
20031231	52038	"87182910"	"SYSCO CORP"	"SYY"	1	1	11	5142	30101020	37.229999542	0.0286343563	307903	647152	24093.468664	337.447	3629.534	2701.129	6936.521	1249.467	0	26140.337	1597.417	273.143	77.478	778.288	0	498.396	481.33	1.2	0	1.2	2197.531	498.396	0	778.288	1324.274	4738.99	2197.531	1.34370998201123	1.46863811391459	0.68319406803497	2.156506552126	0.112201491208633	0.354164742158359	31.0249996183333	"Consumer Staples"	"Food & Drug Retailing"
20031231	82642	"51843910"	"LAUDER ESTEE COS INC"	"EL"	1	4	11	2844	30302010	39.259998322	0.0410525873	135510	121371	4765.0252563	364.1	1844.9	1053.6	3349.9	283.6	360	5117.6	674.1	157	8.1	319.8	23.4	0	36.5	1.27	360	1.27	1423.6	0	360	319.8	517.1	1566.3	1783.6	1.75104403948368	2.09662110858011	0.467566196005851	0.87816775061673	0.0954655362846652	0.17930029154519	30.9133845055118	"Consumer Staples"	"Household & Personal Products"
20031231	26825	"48783610"	"KELLOGG CO"	"K"	1	1	11	2043	30202030	38.080001831	0.0645792931	226287	408139	15541.933867	141.2	1797.2	2766	10230.8	4265.4	0	8811.5	1952.9	372.8	371.4	787.1	0	1062.8	74.8	1.93	0	1.93	1443.2	1062.8	0	787.1	1580.1	8787.6	1443.2	0.649746926970354	0.700795372378887	0.85893576259921	6.0889689578714	0.0769343550846464	0.545385254988914	19.7305708968912	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	16600	"42786610"	"HERSHEY FOODS CORP"	"HSY"	1	1	11	2066	30202030	76.989997864	-0.009137698	61594	99695	7675.517837	114.793	1131.569	585.81	3582.54	968.499	0	4172.551	994.07	180.567	67.218	464.952	0	377.589	38.895	3.48	0	3.54	1279.866	377.589	0	457.584	813.503	2302.674	1279.866	1.93163141632953	2.1275874430276	0.642748999313336	1.79915241126805	0.127726138438091	0.357524928390941	21.7485869672316	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	42585	"83269640"	"SMUCKER J M CO"	"SJM"	1	4	11	2033	30202030	45.290000916	-0.013934234	28825	50051	2266.8098358	181.225	466.66	167.274	1615.407	135	0	1311.744	213.991	36.414	8.752	96.342	0	134.018	-3.68	2.04	0	2.04	1124.171	134.018	0	96.342	177.577	491.236	1124.171	2.7897939906979	3.87319607350814	0.304094262312841	0.436976225147242	0.0596394592817785	0.0857004850685527	22.2009808411765	"Consumer Staples"	"Food, Beverage & Tobacco"
